Display on Live,Display in Mobile App,Title,Date,Start Time Hour,Start Time Minutes,End Time Hour,End Time Minutes,Session Type,Speaker UUID,Session Summary,Survey Questions,Room,Video URL,Download Label,Download URL,Sponsor UUID,Slides Tactic ID,Audio URL,Enable Ratings,Enable Notes,Custom CSS Class,Filter Categories,Liferay 7?
true,true,Making Liferay a Responsive Site: A First-Hand Account,2015-11-16,17,50,18,20,blank,fd3c5662-6256-4cf0-9955-063b23dcd6b5,"Let's check out how liferay.com does responsive. In this session, we'll uncover what it looks like to implement responsive designs on the Liferay platform (from the horse's own mouth). Take a sneak peek at some of our standards, where are we still developing, and what have we learned along the way. We will explain the madness that is responsive emails (and how we're still alive to tell the tale).",,Lincolnshire,,,/documents/14/64021955/Making+Liferay+A+Responsive+Site+-+Luke+Shackelford.pdf/c7342d1a-5bd2-4df1-9ce5-33f515bcaaf7,,64286385,/documents/47511614/63887359/Moving+Towards+the+Mobile-First+Perspective+With+Responsive+Websites+%26+Emails_Luke+Shackelford.MP3/46c30773-5bb8-41f4-8555-c8ce54d19f57,true,true,,Digital Marketing & Web Experiences,false
true,true,Elevating the Mobile Experience: Best Practices for Mobile Content & Design,2015-11-16,10,20,10,50,blank,e1255009-75ff-4081-90b5-b1309bec6a1e,"For many consumers, their first interaction with your site will come through a mobile device. How you translate your customer experience onto the mobile platform might determine whether or not it will be their only interaction with you. So, how should you go about providing a user-centric experience? With practical insights and key takeaways, this session addresses how to create and design content specifically for your mobile audience.",,Purdue,,,/documents/14/64021955/Elevating+the+Mobile+Experience+-+Paul+Hanaoka%2C%20Martin+Yan+%281%29.pdf/fcf3e891-f401-4cd1-a7b1-77613802c384,,63960503,/documents/47511614/63887359/Elevating+the+Mobile+Experience+Best+Practices+for+Mobile+Content+%26+Design_Paul+Hanoaka+%26+Martin+Yan.MP3/2ed00fbe-2f4f-49cd-8a62-6b40c1a57cea,true,true,,Digital Marketing & Web Experiences,false
true,true,Moving on Up - Liferay 7 Upgrade,2015-11-16,17,10,17,40,blank,3094fd0e-d543-4e04-9a9c-51a27ef9abe2,"Upgrading your Liferay installation doesn’t have to be scary. Come see tips and tricks used in the field that will help your upgrade go as smoothly as possible. We will address both the database and code, what you have to do to make your portlets Liferay 7 compatible, and how reduce your database upgrade time. We will also cover upgrade steps that will assist with your upgrade from development all the way to production.",,Denver,,,/documents/14/64021955/Moving+on+Up+-+David+Truong+%281%29.pdf/86c1127e-b87b-40a5-9d49-e0c4db849d60,,64283333,/documents/47511614/63887359/Moving+On+Up+-+Liferay+7+Upgrade_David+Truong.MP3/01d43d72-bcad-4ef6-8a39-405860e7e12d,true,true,,Liferay in Production,true
true,true,Audience Driven Content: The Value of Split Testing,2015-11-16,17,10,17,40,blank,8fb67810-b5cf-4ad8-8678-0247ada97f76,"Instead of letting the person with the biggest office make decisions for your website, let your audience decide what they like best. In other words, use statistically significant results to determine how to best engage your customers. This session is about developing a practical way of handling the complicated world of split (A/B) testing. You will learn how you can generate test ideas, how to build a split testing team, and overcome the types of problems you will run into. Let your audience show you how to improve conversion or traffic.",,Lincolnshire,,,/documents/14/64021955/Brett_Kobold_Split_Testing_Value_Final_PDF.pdf/6d45dd07-ece7-4513-9c13-8baea3edba63,,64031568,/documents/47511614/63887359/Audience+Driven+Content+The+Value+of+Split+Testing_Brett+Kobold.mp3/9b073ef4-505a-4f74-8cb5-3153ff7ae16b,true,true,,Digital Marketing & Web Experiences,false
true,true,Build Your Nest - Making Liferay a Place for Modern Web Developers,2015-11-16,17,10,17,40,blank,2ee1c0fc-8b74-448b-8c13-4fd2817f38bb,"In this talk we will introduce the changes we made to Liferay Portal in order to make it an exciting and attractive environment for the Web Developers. During the last year, we were working to allow developers to use ES6 (aka JavaScript 2015) in Liferay Portal. We also updated AlloyUI and our libraries, bringing them to a new level. Join the talk to see how can you use all these plus the new stuff from ES6 in Portal today!",,Indiana,,,/documents/14/64021955/Making+Liferay+A+Place+for+Modern+Web+Developers+%281%29.pdf/b8456554-da86-4c43-a80a-29aecfc4704e,,64279265,/documents/47511614/63887359/Build+Your+Nest+-+Making+Liferay+a+Place+for+Modern+Web+Developers_Chema+Balsas.mp3/5a5a93e6-7fff-4d8a-9dbd-13ae88f79b44,true,true,,Developing with Liferay,true
true,true,Leveraging the Power of Launchpad Project,2015-11-16,17,50,18,20,blank,6b703dbe-7acd-49e7-9f6a-ba6ed61f0860,"The new Launchpad Project aims to be your project's back-end, period. Pretty ambitious, right? I know, and that's what this talk is about. We'll see how this new Liferay initiative works in practice. We'll create REST APIs instantly, add a powerful cloud database, use a fast static hosting, and leverage real-time capabilities in an app. Regardless of what platform you work with, let's explore real world scenarios with native SDKs for mobile, desktop, and IoT devices.",,Indiana,,,/documents/47511614/63717903/Leveraging+the+Power+of+Launchpad+Project+-+Zeno+Rocha.pdf/28ccca5b-f5cd-4367-9589-48ec2341eb53,,63960869,/documents/47511614/63887359/Leveraging+the+Power+of+Launchpad+Project_Zeno+Rocha.mp3/7656304b-6029-40b4-ba00-e278c2f2a820,true,true,,UI & UX,false
true,true,Liferay as an Enterprise Collaboration Platform at InterContinental Hotel Group (IHG),2015-11-16,16,30,17,00,blank,60dff8d4-0de4-4861-907f-74cac2330055,"At InterContinental Hotels (IHG) Group, we wanted to standardize enterprise collaboration applications on Open Source products. Long term benefits we envisioned were faster time to market, reducing business risks, and saving cost. But our challenge was finding a technology that is lean and agile, enterprise ready and offers powerful integration.

We put together a roadmap which has taken us today to 80+ Liferay applications for various business units including HR, Sales, Marketing, Corporate Affairs, Franchise, and Operations. Working closely with Liferay Platinum partner CIGNEX Datamatics, we shelled out an engagement plan that helped us to organically grow the adoption of Liferay based solutions within the enterprise. Today Liferay is an integral part when it comes to ‘Systems of Engagement’ at IHG. This session is about the journey of how we came about it.",,Indiana,,,/documents/14/64021955/Final-2015+NAS-Liferay_as_Enterprise_Collaboration_Platform+-+CIGNEX.pdf/04a2ccdd-d5e7-4d04-815d-36490d3bcc7e,,64283561,/documents/47511614/63887359/Liferay+as+an+Enterprise+Collaboration+Platform+at+InterContinental+Hotel+Group+%28IHG%29_Harsish+Ramachandra.mp3/7a36f979-db84-4404-b272-4808492abeaf,true,true,,Case Study,false
true,true,"Single Page Apps with AngularJS, Liferay and the XTIVIA Services Framework",2015-11-16,15,50,16,20,blank,a97ccc4c-79cd-4261-94dd-6e4f3c7dea81,"This talk will focus on XTIVIA's experiences using the XTIVIA Services Framework (XSF) to implement Angular-based Single Page Application (SPA) solutions in Liferay using custom REST services in Liferay in multiple client engagements.

We will discuss how using XSF has enabled clients such as Copperpoint Mutual Insurance (copperpoint.com) to rapidly develop modern REST services and Ajax implementations in Liferay while continuing to leverage the extensive features that Liferay provides, including its roles and permissions model and web content management.

This solution has enabled Copperpoint and other XTIVIA clients to deliver a rich and highly responsive user portal that seamlessly blends enterprise applications and web content. Further, these solutions can still leverage Liferay's powerful security model to ensure that both user interfaces and services are exposed to only those users for which they are intended.

We will also discuss how using XSF allows for the rapid creation and development of new or extended REST services thus enabling both rapid time-to-market for new solutions as well as the development of emerging business-driven features. We will also describe how XSF makes it simple and easy to build a wide range of unit and CI tests for your services, thus fostering overall system stability and quality.",,Indiana,,,/documents/14/64021955/2015+NAS+-+XTIVIA+XSF+Overview+-+Slide+Deck.pdf/0fa0c2d6-118e-4b2c-9469-a55774373f3a,,63957130,/documents/47511614/63887359/Single+Page+Apps+With+AngularJS%2C%20Liferay+and+the+XTIVIA+Services+Framework_Mike+Freeman.mp3/e7cdc624-cba5-4443-b6b4-d9b8d94f3afe,true,true,,Case Study,false
true,true,A NASA Astronaut & Finnish Innovation Collided. Mars Gains Hope.,2015-11-16,16,30,17,00,blank,90f4665c-3247-46dc-a3c0-0592b05b2d76,"Janne Hietala from Arcusys and astronaut Dr. Charles Camarda from NASA will be presenting Epic Challenge project and virtual collaboration platform built on Liferay and Valamis.

Epic Challenge research program lead by NASA has adopted Liferay and Valamis learning platform. The project aims aims to renew, expand and modernize the NASA's Epic Challenge program, which is aiming at securing the continuation of the interest and know-how in space science in the United States.

In the Valamis learning environment the learners solve a problem or challenge set to them by utilizing all the information they have learned. Different groups of learners are being collected information regarding to the solutions they have found, and the information is being shared further. Utilizing phenomena and story telling in the learning has proved to be an effective way for the group of learners to learn.

With the help of the technology built in Valamis learning solution, it is effortless to follow up and authenticate the learning processes of the learners. Valamis is a perfect solution for the project, since in addition to the teaching, the platform also suits well to international interdisciplinary research project, where the aim is to develop new models for innovative problem solving and team learningr for future generations of scientist and engineers.",,Denver,,,/documents/14/64021955/Epic_Challenge_LRNAS_presentation_Janne+Hietala+%26+Charles+Camarda.pdf/2a4e9f29-a78f-4dbe-b3af-5fad9f8b61d6,,64283375,/documents/47511614/63887359/A+NASA+Astronaut+%26+Finnish+Innovation+Collided.+Mars+Gains+Hope_Dr.+Charles+Camarda+%26+Janne+Hietala.MP3/9b995efb-3ec7-4a49-8cae-037bbdd641d9,true,true,,Case Study,false
true,true,"Coffee Break, Exhibits Open, Speed Consulting",2015-11-16,15,20,15,40,blank,,,,Exhibit Hall,,,,,,,true,true,,blank,false
true,true,Workshop 2 (2 hours): Migrating Existing Plugins to Use Liferay 7 and OSGi Modularity,2015-11-16,13,30,15,20,blank,9a9b77b5-db5a-4e60-aaba-dac1c6c14fd5,"The primary focus of this workshop will be migrating a traditional Liferay Plugins SDK service builder plugin from Liferay 6.2.x  to Liferay 7 and  converting it to a set of modules in Liferay 7.  Modularity allows for a larger application to be divided into many small, easy to maintain pieces.  What makes up a modular project and how are projects migrated and  converted from a traditional Plugins SDK plugin to a module?  Utilizing Liferay IDE 3.0 Milestone 1 and BLADE Tools CLI we will progress through creating new modules, migrating a traditional service builder plugin from Liferay 6.2 to Liferay 7 and converting it to a set of modules by dividing it into separate pieces.",,Armitage,,,/documents/14/64021955/Migrating+existing+plugins+to+Liferay+7+and+OSGI+Modularity+-+NAS+2015.pdf/525fb9b8-f1be-47ef-9e69-f802f05d178b,,64283694,,true,true,,"Developing with Liferay, Liferay New Products & Features",true
true,true,Workshop 1 (2 hours): Building and Migrating Themes for Liferay 7,2015-11-16,13,30,15,20,blank,f598d5b0-a271-4f8a-933f-b873605f9b1b,"In this workshop we will be walking through the use of our new build tools for Liferay themes, including creating new themes, migrating existing themes from the traditional SDK for use with the new tools, upgrading 6.2 themes for use with 7.0, and creating what we are calling ""themelets"".

This workshop is following the introduction session happening at 9:40am in Michigan.",,Purdue,,,/documents/14/64021955/Building+Themes+in+Liferay+7+Workshop+-+Robert+Frampton+%281%29.pdf/252f5b13-1c7a-47db-a37e-ce29b6949fd4,,63948193,,true,true,,UI & UX,true
true,true,Environment Setup for Workshops,2015-11-16,13,30,14,00,blank,,,,Michigan,,,,,,,true,true,,blank,false
true,true,The Code Behind the Buyer's Journey: Extending Liferay With Third Party Integrations (1 HOUR),2015-11-16,15,50,17,00,blank,4974455b-2764-4f08-b94f-85bbd2653796,"No matter how much you develop on the Liferay platform, there will probably come a point when you want to integrate a third party software. Fortunately, Liferay is a flexible platform and handles integrations very well. This session will cover the technical side of the ""Buyer's Journey"" talks, including how to integrate third party software with Liferay, using the example of HubSpot. Everything from custom portlets to using APIs in web content templates will be addressed, as well as tips and challenges discovered along the way.",,Lincolnshire,,,/documents/14/64021955/The+Code+Behind+the+Buyer%27s+Journey+Upload+%281%29.pdf/f73d6499-a9a4-4ef8-af33-66424e181fb1,,64286746,/documents/47511614/63887359/The+Code+Behind+the+Buyer%27s+Journey+Extending+Liferay+With+Third+Party+Integrations_Ryan+Schuhler.mp3/3f581504-57af-4c28-8d75-d6025cb4c636,true,true,,"Customizing Liferay, Developing with Liferay, Digital Marketing & Web Experiences",false
true,true,How to Develop Personalized Messaging That Converts Every Time,2015-11-16,13,30,14,00,blank,469c0ec9-f033-4751-ac47-ba26ae31f358,"If you haven’t added personalization to your website, emails, and mobile apps, you’re not alone -- but you are behind the curve. Get up to speed and learn how to start tracking user behavior and begin delivering more relevant messages. Then take a look at some next-gen personalization ideas that anyone (veterans included) can take home to your own marketing programs.",,Lincolnshire,,,/documents/14/64021955/2015NAS_CorbinMurakami_HowToDevelopPersonalizedMessagingThatConvertsEveryTime.pdf/6200ca21-a675-4512-a3d3-01b288fad223,,64031510,/documents/47511614/63887359/How+to+Develop+Personalized+Messaging+That+Converts+Every+Time_Corbin+Murakami.MP3/7e38c4ac-c97b-43d8-93fe-90622fc8d567,true,true,,Digital Marketing & Web Experiences,false
true,true,Reach the Right Audience: Integrating Audience Targeting With Your Apps,2015-11-16,14,50,15,20,blank,90531d58-874c-4bec-8cac-9a75024e32b0,"Audience Targeting has become one of the most succesful apps for Liferay. It enhances your Liferay Portal with digital marketing tools such as Audience Segmentation, creation of Multichanel Campaigns or Engagement Analytics. In this talk, we will explain how to integrate your business needs with Audience Targeting. From using the Campaign or User Segments in your app until integrating your business logic or create new channels.",,Indiana,,,/documents/14/64021955/reach+the+right+audience+-+reduced.pdf/93f08b41-7e4d-4551-bee6-5f1d90d94495,,64283418,/documents/47511614/63887359/Reach+the+Right+Audience+Integrating+Audience+Targeting+With+Your+Apps_Eduardo+Garcia.mp3/dedc2ad8-f4e1-40bf-926e-6f5cbd7c94d7,true,true,,Developing with Liferay,false
true,true,100 Passwords: Transforming What Customers Hate Into an Exceptional Customer Experience,2015-11-16,14,10,14,40,blank,cd54b5b0-3ab8-4878-b25b-e4c7c134198a,"Very helpful how our Enventis account features the ability to have like 100 different user names and passwords for every little thing.” UYOPUYO_TETRIS on Twitter Ouch! In fact, a 2015 survey shows that 38% of adults rated communication providers’ customer service, in general, as the worst in America. With a vision to transform their customer’s experience, Enventis set course to be the communications provider that customers want to do business with. Enventis envisioned a world-class customer engagement platform for their commercial customers.

Choosing Liferay, Enventis set out to create an Account Center where information would be integrated and related from a wide variety of systems into an exceptional customer experience that provided personalized interactions based on the unique mix of products and services each customer deployed. The desire was to transform the way business customers could interact with Enventis, consuming their account information when they desired, with greater flexibility to manage their business.

Then, before the project even started, Consolidated Communications, Inc. merged with Enventis. While leadership of the combined organization remained committed to moving the project forward, the tasks of user experience, architecture, integration, and development were now required to span two unique enterprise ecologies.

In this talk we’ll share lessons learned using Liferay to integrate two companies’ diverse systems, data, and cultures and, most importantly, how Consolidated Communications, Inc. is fulfilling their vision to become the communications provider that customers want to do business with.",,Indiana,,,/documents/14/64021955/CCI+and+sdg+100+Passwords+Presentation.pdf/c8fda41d-15c8-40b9-bef9-0b5eb463e233,,64279206,/documents/47511614/63887359/100+Passwords+Transforming+What+Customers+Hate+Into+an+Exceptional+Customer+Experience_Charlene+Williams+%26+Graham+Francois.mp3/dab82930-b1d0-4083-bb6d-aa8f5b90ea37,true,true,,Case Study,false
true,true,Telx MarketplacePORTAL: A Community-Driven Marketplace and Customer Portal,2015-11-16,13,30,14,00,blank,3658975d-ac76-4747-b0a0-c4f1887a6774,"Telx, Digital Realty’s (NYSE:DLR) Colocation and Connectivity line of business, fuels infrastructure, interconnection and business progress. With more than 59,000 network connections, Telx enables the hybrid cloud strategies of our customers, and the interconnection of more than 10 million square feet of data center space around the world.

To remain competitive in this digital era, Telx sought innovative ways to bring its customers together through a modern customer portal. Telx chose Liferay for its flexible platform and robust functionality and partnered with Rivet Logic to implement the solution. The resulting MarketplacePORTAL provides an interactive online marketplace for Telx’s 1,200+ customers to connect and explore new business opportunities with each other.

Join us and as Telx shares their story, challenges, and lessons learned throughout their journey to create a community-driven ecosystem that has not only generated new revenue opportunities for Telx, but also helped improve productivity. In addition, hear how Telx is leveraging Liferay's Mobile SDK to extend its portal with native mobile applications to deliver an even more enhanced mobile experience.",,Indiana,,,/documents/14/64021955/Telx+MarketplacePORTAL-+A+Community-Driven+Marketplace+and+Customer+Portal_Sumitra+Janungo%2C%20Josh+Neuroth.pdf/34757a45-78d5-4d0c-83ec-a9cbd895e170,,64687141,/documents/47511614/63887359/Telx+MarketplacePORTAL+A+Community-Driven+Marketplace+and+Customer+Portal_Sumitra+Kanungo+%26+Josh+Neuroth.mp3/94664598-ac13-42e8-b177-4d64b602c849,true,true,,Case Study,false
true,true,Audience Targeting 2.0: Personal & Cross-Channel Marketing Campaigns with Liferay,2015-11-16,13,30,14,00,blank,8a65f108-14b1-43a2-90ed-2c7cf69975b1,"After the first release of Audience Targeting, the Liferay team has been working hard on building amazing new features to impress digital marketers, content creators and site admins: cross-channel campaign management, new report building capabilities, mobile app personalization and better audience segmentation rules are just some of the new features we will present in this talk.",,Denver,,,/documents/14/64021955/NAS_Audience+Targeting+2.0-+Personal+%26+cross-channel+marketing+campaigns+with+Liferay+-+Juan+Fernandez+%281%29.pdf/de18603b-8e88-45d9-bdec-a8ced849cb47,,64283760,/documents/47511614/63887359/Audience+Targeting+2.0+Personal+%26+Cross-Channel+Marketing+Campaigns+with+Liferay_Juan+Fernandez.mp3/777e1578-27f3-4773-b9bf-5c6f8277494d,true,true,,Digital Marketing & Web Experiences,false
true,true,"Lunch, Exhibits Open, Speed Consulting",2015-11-16,12,00,13,30,blank,,,,Exhibit Hall,,,,,,,true,true,,blank,false
true,true,Liferay Pulse Awards,2015-11-16,11,30,11,40,blank,,,,Chicago Ballroom (E-H),,,,,,,true,true,,blank,false
true,true,Guest Keynote: HP Partner Portal Revolution,2015-11-16,11,00,11,30,blank,4b8efe32-749f-407c-ba7b-2844655875c5,"The partner portal is the primary gateway for partners to do business with HP. It provides access to HP product and marketing information, pricing and quoting tools, funding and rewards and the direct HP support and services partners need to be able to serve their customers. In early 2013, partner feedback combined with poor competitive ranking, made it abundantly clear that the existing partner portal was delivering a poor quality partner experience and the ten-year old technology needed to be replaced.

The subsequent transformation program has resulted in a dramatic 220% jump in partner satisfaction with the new state-of-the art partner portal which utilizes every element of the Liferay platform to its full capability. Designed and developed in just 11 months, the new HP Partner Portal deployed to approximately 650,000 HP partner users in 174 countries in just 13 months, and enables $24M of channel revenue an hour, $700K a minute globally. The dynamic content facilitated by Liferay has meant that, for the first time in company history, all HP business groups and all HP partners are able to leverage one partner portal via a single URL at partner.hp.com to access the tools and content they need to do business with HP.

This presentation describes the HP partner portal transformation program and explains how the single portal built on Liferay paves the way for company separation on November 1, 2015, with the evolution of the original portal into two separate partner portals for Hewlett Packard Enterprise and HP Inc.",,Chicago Ballroom (E-H),H9xtSO-6aXY,,/documents/14/64021955/2015+LRNAS_HP+Portal+Revolution_Anne+Anderson_Keynote_Final.pdf/1f0e6576-79ae-4375-b768-09e4f13b6419,,63951440,,true,true,,Case Study,false
true,true,Opening Keynote,2015-11-16,9,00,9,30,blank,cb67daa0-1c61-4827-a012-63e5d0e579b7,,,Chicago Ballroom (E-H),Ou-eRllz9Ag,,/documents/14/64021955/2015+NAS+Opening.pdf/1a712c1b-eee0-44e5-b840-ccf883242f7a,,63960280,,true,true,,blank,true
true,true,Registration & Check-in,2015-11-16,7,30,9,00,blank,,,,Foyer,,,,,,,true,true,,blank,false
true,true,Designing Web Experiences That Help Customers Choose You,2015-11-16,9,40,10,10,blank,9b9dec31-bc48-4cce-a46d-7815d7532e37,"Use web design and site architecture to accelerate prospects through the buyer’s journey by making the appropriate content for each stage easy to find and presenting the right calls to action to guide them forward. If done well, this not only means more conversions, more leads, and more revenue, but also great web experiences for your customers.",,Purdue,,,/documents/14/64021955/2015+NAS+JChang+Presentation+%282%29.pdf/5b26fdf0-eca8-4532-97d7-615b8e944d73,,63957180,/documents/47511614/63887359/Designing+Web+Experiences+That+Help+Customers+Choose+You_Jason+Chang.mp3/9467e4be-078f-40af-bacd-bf77bc7acc4e,true,true,,Digital Marketing & Web Experiences,false
true,true,5 Best Practices for Tracking the Buyer's Journey,2015-11-16,10,20,10,50,blank,469c0ec9-f033-4751-ac47-ba26ae31f358,"The buyer's journey framework has been around for a while, but how do you turn a concept into an actual attribute that has practical applications? Get a walk through of the five steps Liferay took to do just that. Then see how you can develop similar systems to create personalized experiences driven purely by reading a user’s digital body language.",,Lincolnshire,,,/documents/14/64021955/2015NAS_CorbinMurakami_5BestPracticesForTrackingTheBuyer%27sJourney_Presentation.pdf/17965220-7ebf-4a9c-bbdc-5231e0e88c69,,64031278,/documents/47511614/63887359/5+Best+Practices+for+Tracking+the+Buyer%27s+Journey_Corbin+Murakami.mp3/791512f5-711a-4ce7-bc04-f68c303b84b0,true,true,,Digital Marketing & Web Experiences,false
true,true,Introducing Lexicon: The Liferay Experience System,2015-11-16,14,10,14,40,blank,5f13c9da-dc60-46ad-9666-6b423d3d4537,"This talk will explain the approach and vision for the new Lexicon guidelines, and will show the ways it defines how designers and developers should build applications within the Liferay platform.
This is to give developers guidance and help them build beautiful, usable applications, as well as a clear system for designers, giving them a well defined set of parameters to design within.",,Denver,,,/documents/14/64021955/Lexicon+-+NAS2015+-+Nate+Cavanaugh.pdf/6c6d5531-cd90-4e07-9efb-b81c8c2d183c,,64027150,/documents/47511614/63887359/Introducing+Lexicon+The+Liferay+Experience+System_Nate+Cavanaugh.mp3/a8ce5846-7ec1-4c54-b97d-fa4883d58473,true,true,,UI & UX,true
true,true,Omnichannel: Portal Strategy in a B2B World,2015-11-16,10,20,10,50,blank,ca9ca7a2-900d-4d27-8c7d-7306848b4aa0,"OmniChannel in the B2B context takes on a new level of complexity.  In this session, Cathy Rector will present a case study of how a high growth financial services company tackled the challenge of successfully reinventing the customer portal in the face of aggressive acquisitions and ever changing business models.  Cathy will share her first hand experience of building the case and leading a scaled agile team to deliver a transformed customer experience on Liferay.",,Indiana,,,/documents/14/64021955/Rector+NAS+OmniChannel+B2B+%281%29.pdf/36009898-1d43-4723-ac55-5a24df662fc1,,64031728,/documents/47511614/63887359/Omnichannel+Portal+Strategy+in+a+B2B+World_Cathy+Rector.mp3/05642697-1c7f-4c58-b987-bd6940fd8f64,true,true,,Case Study,false
true,true,How to Drive Sales with a Well-Defined Buyer's Journey,2015-11-16,9,40,10,10,blank,3663da83-3716-4775-a503-0b06b8ba2d52,The Buyer’s Journey is a concept that marketers use to help define the path their leads take on their way to becoming customers. But it’s more than just a view into what stage potential customers are at. Your buyer’s journey should help inform your marketing strategy and identify points of engagement for your prospects. Learn how Liferay used their Buyer’s Journey to accelerate their sales cycle and ultimately drive sales.,,Lincolnshire,,,/documents/14/64021955/2015+NAS+Buyers+Journey+-+A+Liferay+Case+Study+-+Michelle+Hoshi.pdf/68069fab-c1f3-4671-96d4-0b17d46e5068,,64027225,/documents/47511614/63887359/How+to+Drive+Sales+with+a+Well-Defined+Buyer%27s+Journey_Michelle+Hoshi.mp3/9c8c84cd-1523-456f-8e42-1c10212c0418,true,true,,Digital Marketing & Web Experiences,false
true,true,Liferay 7: Embracing Modularity,2015-11-16,9,40,10,10,blank,f5f93b21-648e-452a-b269-ddfc15f45a78,"The ability to develop and deliver digital services fast and reliably is becoming a key competitive advantage for any company. As a result, large monolithic applications, which require large development and deployment periods, are not always the best fit for the enterprise any more. Microservices have gained a lot of popularity as an alternative to allow much more modular development and deployment. This session will show how Liferay 7 fully embraces modularity to provide a balanced mix of developing and deploying applications and microservices independently while still enjoying the stability of a proven platform with many reusable functionalities and services. This session will also show how Liferay benefits from using this approach to keep delivering value and innovations at a fast pace after the initial launch for Liferay 7 and beyond.",,Denver,,,/documents/14/64021955/2015-NAS-Liferay-7-embracing-modularity.pdf/4fa11537-da52-4ec5-8774-0690c45c3eb4,,63947735,/documents/47511614/63887359/Liferay+7+Embracing+Modularity_Jorge+Ferrer.mp3/2885033c-f850-4b34-9792-7db88525dc75,true,true,,Liferay New Products & Features,true
true,true,NYU Home: A Digital Experience for the Global University,2015-11-16,9,40,10,10,blank,4bbc679e-4ae6-4de8-a56d-90cb5a5192fd,"NYU has built a new portal on Liferay to create unique, digital experiences for each staff, faculty, student and alumna. Over time, NYU Home self-tunes these experiences based on each user’s roles, location, preferences, and microinteractions, and wraps these experiences within a modern, responsive design across desktop, tablets, and mobile devices. In this presentation, we will share our innovative user interface, which leverages “hotness” and relevancy to power this experience. We will discuss our alignment with Liferay 7 through the usage of Senna.js and Elastic Search, and will share anecdotes from a university’s second year with Liferay. Portal teams, managers and developers will hear about project goals, the UX vision to meet those goals, and the technical decisions required to execute and release this portal to a global audience. We believe we have taken some forward-thinking approaches to our portal, and we’d like to candidly share our experiences with other attendees.",,Indiana,,,/documents/14/64021955/2015+NAS+NYU_v1.pptx.pdf/b41c1193-ad00-4e2e-a7a7-f8cafe70a068,,64027256,/documents/47511614/63887359/NYU+Home+A+Digital+Experience+for+the+Global+University_Jim+Robertson+%26+Andrew+Gruhn.mp3/f297b0f6-0c16-4cf2-bef6-d3ab22f22072,true,true,,Case Study,false
